Scheme Name	Asset Value
PGIM India Corporate Bond Fund - Annual Dividend	10.8734
PGIM India Corporate Bond Fund - Direct Plan - Annual Dividend	16.6713
PGIM India Corporate Bond Fund - Direct Plan - Growth	46.3455
PGIM India Corporate Bond Fund - Direct Plan - Monthly Dividend	15.0218
PGIM India Corporate Bond Fund - Direct Plan - Quarterly Dividend	13.0679
PGIM India Corporate Bond Fund - Growth	41.7074
PGIM India Corporate Bond Fund - Monthly Dividend	12.9119
PGIM India Corporate Bond Fund - Premium Plus Plan - Growth	21.588
PGIM India Corporate Bond Fund - Quarterly Dividend	11.4981
PGIM India Premier Bond Fund - Annual Bonus	24.9334
PGIM India Premier Bond Fund - Bonus	15.2260
PGIM India Premier Bond Fund - Direct Plan - Half-Yearly Bonus	13.2164
PGIM India Premier Bond Fund - Half-Yearly Bonus	13.5688
SBI Corporate Bond Fund - Direct Plan - Growth	15.4034
SBI Corporate Bond Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	14.5393
SBI Corporate Bond Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	14.9742
SBI Corporate Bond Fund - Regular Plan - Growth	14.9715
SBI Corporate Bond Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	14.1293
SBI Corporate Bond Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	14.5464
Sundaram Banking and PSU Debt Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	13.0091
Sundaram Corporate Bond Fund Direct Plan - Annual Income Distribution cum Capital Withdrawal (IDCW)	17.8189
Sundaram Corporate Bond Fund Direct Plan - Growth	40.0490
Sundaram Corporate Bond Fund Direct Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW)	17.7028
Sundaram Corporate Bond Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)	17.6793
Sundaram Corporate Bond Fund Direct Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW)	19.5812
Sundaram Corporate Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW)	17.2812
Sundaram Corporate Bond Fund Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW)	17.5774
Sundaram Corporate Bond Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)	16.6961
Sundaram Corporate Bond Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW)	18.9885
Sundaram Corporate Bond Fund Regular Plan- Growth	38.7600
Tata Corporate Bond Fund-Direct Plan-Growth	12.1930
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Payout	12.1930
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Reinvestment	12.1930
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Payout	12.1930
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Reinvestment	12.1930
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Payout	12.1930
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Reinvestment	12.1930
Tata Corporate Bond Fund-Regular Plan-Growth	11.9672
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Payout	11.9672
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Reinvestment	11.9672
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Payout	11.9672
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Reinvestment	11.9672
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Payout	11.9672
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Reinvestment	11.9672
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-GROWTH	1163.1942
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-MONTHLY IDCW	1129.3823
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-GROWTH	1153.3979
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-MONTHLY IDCW	1118.1916
Union Corporate Bond Fund - Direct Plan - Growth Option	15.0495
Union Corporate Bond Fund - Direct Plan - IDCW Option	15.0495
Union Corporate Bond Fund - Regular Plan - Growth Option	14.7277
Union Corporate Bond Fund - Regular Plan - IDCW Option	14.7277
UTI - Bond Fund ( Segregated - 17022020) - Regular Plan - Growth Option	6.8146
UTI - Bond Fund (Segregated - 17022020) - Direct Plan - Growth Option	7.3484
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Annual IDCW	1.504
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Flexi IDCW	1.4941
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Half-Yearly IDCW	1.4429
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Quarterly IDCW	2.3467
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Annual IDCW	1.4416
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Flexi IDCW	1.4408
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Half-Yearly IDCW	1.4131
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Quarterly IDCW	1.8744
UTI Corporate Bond Fund - Direct Plan - Annual IDCW	13.4398
UTI Corporate Bond Fund - Direct Plan - Flexi IDCW	14.2379
UTI Corporate Bond Fund - Direct Plan - Growth Option	16.154
UTI Corporate Bond Fund - Direct Plan - Half-Yearly IDCW	13.8032
UTI Corporate Bond Fund - Direct Plan - Quarterly IDCW	14.1283
UTI Corporate Bond Fund - Regular Plan - Annual IDCW	13.1399
UTI Corporate Bond Fund - Regular Plan - Flexi IDCW	13.9348
UTI Corporate Bond Fund - Regular Plan - Growth Option	15.8251
UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW	13.371
UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW	13.7608
Aditya Birla Sun Life Credit Risk Fund - Direct - IDCW	13.989
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Bonus	23.4897
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth	23.4905
Aditya Birla Sun Life Credit Risk Fund - Regular - IDCW	12.7861
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Bonus	17.7004
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Growth	21.4973
Axis Credit Risk Fund - Direct Plan - Growth	23.0878
Axis Credit Risk Fund - Direct Plan - Monthly IDCW	10.0791
Axis Credit Risk Fund - Direct Plan - Weekly IDCW	10.2922
Axis Credit Risk Fund - Regular Plan - Growth	20.6959
Axis Credit Risk Fund - Regular Plan - Monthly IDCW	10.0852
Axis Credit Risk Fund - Regular Plan - Weekly IDCW	10.1659
BANDHAN CREDIT RISK FUND - DIRECT PLAN HALF YEARLY IDCW	10.4517
BANDHAN Credit Risk Fund - Regular Plan Annual IDCW	10.8056
BANDHAN Credit Risk Fund - Regular Plan Growth	15.9473
BANDHAN Credit Risk Fund - Regular Plan Half Yearly IDCW	10.3311
BANDHAN Credit Risk Fund - Regular Plan Periodic IDCW	12.3837
BANDHAN Credit Risk Fund - Regular Plan Quarterly IDCW	10.5071
BANDHAN Credit Risk Fund-Direct Plan-Annual IDCW	10.9674
BANDHAN Credit Risk Fund-Direct Plan-Growth	17.2523
BANDHAN Credit Risk Fund-Direct Plan-Periodic IDCW	12.5216
BANDHAN Credit Risk Fund-Direct Plan-Quarterly IDCW	10.6999
BANK OF INDIA Credit Risk  Fund - Direct Plan	12.1772
BANK OF INDIA Credit Risk Fund - Regular Plan	11.9017
Baroda BNP Paribas Credit Risk fund - Regular-Quarterly- IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Quarterly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund - Regular-Weekly-IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Weekly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit risk fund -Defunct -Growth option -Seg-Portfolio 2 (erstwhile BBNPP Medium Duration Fund-Defunct Growth Option Seg.Portfolio1)	0.0000
Baroda BNP Paribas Credit Risk fund -Defunct -Monthly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Defunct-Monthly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Defunct -Weekly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Defunct-Weekly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Direct - Growth option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-Growth option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Direct -Monthly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-Monthly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Direct -Quarterly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-Quarterly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Direct -Weekly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-weekly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk Fund -Direct- Monthly IDCW	14.1794
Baroda BNP Paribas Credit Risk Fund -Direct- Quarterly IDCW	12.7726
Baroda BNP Paribas Credit Risk fund -Direct-Daily IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-daily-IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk Fund -Direct-Growth Option	23.5807
Baroda BNP Paribas Credit Risk fund -Regular -Daily-IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Daily-IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Regular -Monthly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Monthly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Regular-Growth -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular Growth Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk Fund -Regular-Growth Option	21.4746
Baroda BNP Paribas Credit Risk Fund -Regular-Monthly IDCW	11.2075
Baroda BNP Paribas Credit Risk Fund -Regular-Quarterly IDCW	11.8047
Baroda BNP Paribas Credit Risk Fund- Direct - Bonus Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Direct- Growth Option- Segregated Portfolio- 1	0.0000
Baroda BNP Paribas Credit Risk Fund- Direct- Monthly IDCW Option- Segregated Portfolio- 1	0.0000
Baroda BNP Paribas Credit Risk Fund- Regular- Bonus Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Regular- Growth Option- Segregated Portfolio- 1	0.0000
Baroda BNP Paribas Credit Risk Fund- Regular- Monthly IDCW Option- Segregated Portfolio- 1	0.0000
Baroda BNP Paribas Credit Risk Fund- Regular- Quarterly IDCW Option- Segregated Portfolio- 1	0.0000
Baroda BNP Paribas Credit Risk Fund-Defunct -Daily IDCW option - seg Portfolio 2 (erstwhile BBNPP Medium Duration fund Defunct Daily IDCW daily option Seg Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk Fund-Direct- Quarterly IDCW Option- Segregated Portfolio- 1	0.0000
DSP Credit Risk Fund - Direct Plan -  IDCW - Monthly	10.8418
DSP Credit Risk Fund - Direct Plan - Growth	48.3834
DSP Credit Risk Fund - Direct Plan - IDCW	13.0706
DSP Credit Risk Fund - Direct Plan - IDCW - Daily	10.2505
DSP Credit Risk Fund - Direct Plan - IDCW - Quarterly	11.7627
DSP Credit Risk Fund - Direct Plan - IDCW - Weekly	10.2526
DSP Credit Risk Fund - Regular Plan - IDCW	12.9267
DSP Credit Risk Fund - Regular Plan - IDCW - Daily	10.2505
DSP Credit Risk Fund - Regular Plan - IDCW - Monthly	10.7755
DSP Credit Risk Fund - Regular Plan - IDCW - Quarterly	11.632
DSP Credit Risk Fund - Regular Plan - IDCW - Weekly	10.2517
DSP Credit Risk Fund - Regular Plan -Growth	44.4366
Franklin India Credit Risk Fund - Direct - Growth	25.5650
Franklin India Credit Risk Fund - Direct - IDCW	14.0105
Franklin India Credit Risk Fund - Growth	25.3348
Franklin India Credit Risk Fund - IDCW	13.5858
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes bank Ltd CO 23Dec21) - Direct Growth Plan	0.0000
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Dividend Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Dividend Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - IDCW	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - IDCW	0.0000
Franklin India Credit Risk Fund-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct IDCW	0.0000
Franklin India Credit Risk Fund-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct IDCW	0.0000
HDFC Credit Risk Debt Fund - Growth Option	23.2904
HDFC Credit Risk Debt Fund - Growth Option - Direct Plan	25.1169
HDFC Credit Risk Debt Fund - IDCW Option	21.4466
HDFC Credit Risk Debt Fund - IDCW Option - Direct Plan	22.0175
HDFC Credit Risk Debt Fund - Quarterly IDCW - Direct Plan	10.7338
HDFC Credit Risk Debt Fund - Quarterly IDCW Option	10.398
HSBC Credit Risk Fund - Direct Annual IDCW	13.0185
HSBC Credit Risk Fund - Direct Growth	30.1608
HSBC Credit Risk Fund - Direct IDCW	10.9785
HSBC Credit Risk Fund - Regular Annual IDCW	12.1105
HSBC Credit Risk Fund - Regular Growth	27.8905
HSBC Credit Risk Fund - Regular IDCW	10.0851
HSBC Credit Risk Fund- Regular Plan - Bonus	27.4498
ICICI Prudential Credit Risk Fund - Annual IDCW	10.3035
ICICI Prudential Credit Risk Fund - Bonus	15.7498
ICICI Prudential Credit Risk Fund - Direct Plan - Annual IDCW	10.4846
ICICI Prudential Credit Risk Fund - Direct Plan - Growth	33.7424
ICICI Prudential Credit Risk Fund - Direct Plan - Half Yearly IDCW	10.9750
ICICI Prudential Credit Risk Fund - Direct Plan - Quarterly IDCW	11.7324
ICICI Prudential Credit Risk Fund - Direct Plan Bonus	14.6853
ICICI Prudential Credit Risk Fund - Growth	30.6854
ICICI Prudential Credit Risk Fund - Half Yearly IDCW	10.5892
ICICI Prudential Credit Risk Fund - Quarterly IDCW	11.0678
Invesco India Credit Risk Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment)	2058.9223
Invesco India Credit Risk Fund - Direct Plan - Growth	2043.6691
Invesco India Credit Risk Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	1177.4268
Invesco India Credit Risk Fund - Regular Plan - Discretionary IDCW (Payout / Reinvestment)	1842.6104
Invesco India Credit Risk Fund - Regular Plan - Growth	1843.1844
Invesco India Credit Risk Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment)	1353.6727
Kotak Credit Risk Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option	23.9268
Kotak Credit Risk Fund - Growth	28.4056
Kotak Credit Risk Fund - Growth - Direct	31.8559
Kotak Credit Risk Fund - Regular Plan - Standard Income Distribution cum capital withdrawal option	12.3532
Nippon India Credit Risk Fund  - Growth Plan	33.7775
Nippon India Credit Risk Fund  - Institutional Growth Plan	35.2352
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option	0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option	0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option	0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option	0.0000
Nippon India Credit Risk Fund - Direct Plan - Growth Plan	37.0769
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - IDCW Option	20.0743
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - QUARTERLY IDCW Option	13.7127
NIPPON INDIA CREDIT RISK FUND - IDCW Option	18.5296
NIPPON INDIA CREDIT RISK FUND - QUARTERLY IDCW Option	13.1097
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan	0.5342
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option	0.2893
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option	0.2477
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Growth Plan	0.5036
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - IDCW Option	0.2763
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Institutional Growth Plan	0.4333
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option	0.2405
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan	0.0000
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Growth Plan	0.0000
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Institutional Growth Plan	0.0000
SBI Credit Risk Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	15.0901
SBI Credit Risk Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	22.1306
SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH	47.5559
SBI Credit Risk Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	14.6070
SBI CREDIT RISK FUND - REGULAR PLAN - GROWTH	44.1330
SBI Credit Risk Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	19.9518
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct  Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Flexi  Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Flexi  Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Half Yearly Dividend Option	0
